"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:46:28.0941230 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS",""
"8:46:28.0941442 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0941706 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS","Desired Access: Read"
"8:46:28.0942000 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:46:28.0942185 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0942420 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0942593 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0942748 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0943586 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0943790 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"8:46:28.0944005 AM","ExploitBuilder.bat.exe","3688","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"8:46:28.0944175 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0944413 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0944628 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0944851 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0945149 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS",""
"8:46:28.0945436 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0945633 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography\Offload","NAME NOT FOUND","Desired Access: Read"
"8:46:28.0946037 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS",""
"8:46:28.0947015 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0947219 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS","Desired Access: Read"
"8:46:28.0947453 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0947623 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0947793 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0947959 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0948212 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS",""
"8:46:28.0948465 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0948729 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS","Desired Access: Read"
"8:46:28.0949027 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:46:28.0949201 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0949360 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0949522 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0949918 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0951089 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0951436 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"8:46:28.0951814 AM","ExploitBuilder.bat.exe","3688","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"8:46:28.0952078 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0952357 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0952588 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0952845 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0953169 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS",""
"8:46:28.0953456 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0953796 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography\Offload","NAME NOT FOUND","Desired Access: Read"
"8:46:28.0954268 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS",""
"8:46:28.0955265 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0955567 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS","Desired Access: Read"
"8:46:28.0955922 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0956186 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0956443 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0956677 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0956975 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS",""
"8:46:28.0957277 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0957496 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS","Desired Access: Read"
"8:46:28.0957738 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:46:28.0957912 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0958142 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0958391 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0958644 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0959724 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0959943 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"8:46:28.0960241 AM","ExploitBuilder.bat.exe","3688","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"8:46:28.0960528 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0960819 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0961049 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0961219 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0961446 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS",""
"8:46:28.0961703 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0961993 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography\Offload","NAME NOT FOUND","Desired Access: Read"
"8:46:28.0962480 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS",""
"8:46:28.0963523 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0963851 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS","Desired Access: Read"
"8:46:28.0964115 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0964285 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0964516 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0964757 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0965040 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS",""
"8:46:28.0965343 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0965626 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS","Desired Access: Read"
"8:46:28.0966007 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:46:28.0966185 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0966339 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0966585 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0966834 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0967835 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0968129 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"8:46:28.0968454 AM","ExploitBuilder.bat.exe","3688","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"8:46:28.0968726 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0969001 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0969269 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0969522 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0969870 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS",""
"8:46:28.0970236 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0970497 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography\Offload","NAME NOT FOUND","Desired Access: Read"
"8:46:28.0970855 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS",""
"8:46:28.0973072 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0973393 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS","Desired Access: Read"
"8:46:28.0973815 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0974000 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0974174 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0974333 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0974612 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS",""
"8:46:28.0975175 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0975594 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS","Desired Access: Read"
"8:46:28.0975990 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:46:28.0976255 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0976523 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0976806 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0977029 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:28.0977757 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0977961 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"8:46:28.0978188 AM","ExploitBuilder.bat.exe","3688","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"8:46:28.0978362 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0978531 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0978698 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0978856 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:28.0979154 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS",""
"8:46:28.0979457 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0979728 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography\Offload","NAME NOT FOUND","Desired Access: Read"
"8:46:28.0980283 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS",""
"8:46:28.0982217 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:28.0982439 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS","Desired Access: Read"
"8:46:28.0982772 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0982953 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0983123 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0983281 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"8:46:28.0983470 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS",""
"8:46:28.0983633 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
